"","id","coord","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"21","10","X","282.8520598234954","270.7335188421357","241.94098295988857","244.42520468788072","269.549271432977","224.70354284691763","247.04234221757736","271.46175748888277","279.85720152975756","224.7434268825003","294.19464408770403","246.862098738464","273.68939435040505","245.18738149899488","293.5120069120827","269.2426518668905","229.1306981612832","227.458538330554","246.20870013915538","248.3064171863578","256.6640485797012","242.97617683633726","246.1217422931515","247.1730454948678"
"22","10","Y","516.1240519324706","495.8317084061472","470.3451900965521","543.0288428591008","498.08195861459467","541.8303360669469","543.1089360346803","516.233829252901","511.82293094389615","541.5748786554466","539.5860249629029","542.3630911843818","516.9070660626446","542.1980470058745","545.309201959978","501.73021996927537","538.9197987840886","541.1118197673477","541.9445705599719","539.7925259774191","485.6330357006883","541.8221691942122","541.9176029554817","542.9761726721453"
"23","11","X","457.37673367208436","460.42320980198434","462.7844511928149","459.88640389247246","460.3681092141432","458.3236610308493","477.8508359972264","460.10759290431207","436.8127282274629","436.4100828412448","437.25174783033697","436.390490615577","459.0788892649303","458.3186921831692","439.3134485583091","438.1587501064843","438.0696435374358","440.9200794004325","460.24145561352105","443.2966143810726","481.00591008890905","462.0160566482395","460.3840247557642","439.9904636286388"
"24","11","Y","550.9436689529269","550.6889911376477","556.8162251076503","549.9488738359298","552.6531524360761","553.7562213027686","553.1514301262869","554.0104193436472","553.6316679420992","553.1330547369944","552.8261085792824","553.9083133571096","552.6510435702972","553.9933761983355","553.2335896333988","552.7325510839272","552.4641986571789","551.1570617794757","553.5102293970059","552.4523158380163","553.0023282592059","555.4548534965886","552.3575507269965","551.227961906448"
"25","12","X","300.69893894604536","319.20613580744634","320.24999941998755","301.9668400636193","301.3310643246299","298.8520135935287","300.8952562060737","300.7019722624364","300.24070271274496","301.36273701985675","300.1720269335176","299.306932731911","300.48371714690506","300.1129943074306","299.64824128104465","299.6347631116127","299.3323441927428","300.06899381938734","301.6263754326","298.6779782181827","317.7375015645464","300.52538940548664","319.2302469807526","301.1768607275295"
"26","12","Y","557.2504062169244","555.8706804836935","554.9869666740908","556.3062386020117","555.731129488285","556.5990520871405","555.966438159608","553.2928478694566","554.0974598786055","555.0256270321256","556.5024987531219","556.8156263563368","555.4626687925461","556.5676957217805","557.129540396945","554.1891538980643","555.3066626952173","555.1868948834216","554.8676432410643","556.9708073487756","554.6096403185154","556.82337071231","555.8208966766416","556.1180676912006"
"27","13","X","461.8589720251964","462.02038294623003","463.01878574066455","463.28900937680845","463.68781731142633","459.61266467445773","479.7888225979275","461.8515698765686","440.08298617357394","440.3127709699188","441.4869633427372","420.39371884589536","459.4952959577475","459.5023119519328","441.09909310443123","441.59905461539995","440.47979715507165","442.15523018939217","461.1042578922145","444.5486759535286","483.13567758303634","464.44992749546935","463.5635676393267","442.86949470029236"
"28","13","Y","551.7534936380665","551.7382425825033","552.5898507696378","553.3079157005741","550.5184163173504","551.0727095278615","548.8634718510142","552.4257661399321","550.6892897696987","551.0701985201175","552.7152137681986","550.7572380794651","550.9999063651696","542.5141139337194","551.9271011798702","552.7411531147203","551.4399561593872","554.6890639515183","551.6547404209308","555.207988002844","550.2699342248035","554.4311547232883","550.2204344751309","555.2023841902526"
"29","14","X","321.4160498308624","341.1583743922659","339.2864467665466","322.0458945707503","320.3931745265195","297.9086363199394","321.0257395247967","317.23688463950947","316.97347466243866","322.0139721727278","323.22133382161456","320.7835229051973","323.0219493367751","321.1907074093586","321.7140670687134","321.32319548906173","318.0323154977423","317.9586979380825","317.5396197581152","319.82333185147587","319.03879645275094","319.8794829682765","339.8732672797309","322.2244946812561"
"30","14","Y","550.1349013776575","553.3500644616913","552.2166136505543","551.4656010380497","549.3121117783336","535.4474037571957","549.4828317504645","536.2139880680434","535.0225386889125","549.4826491209034","550.1671697010538","549.3176412303545","550.4636899118999","534.462613111351","551.20517485323","550.4010444031356","535.5821695011726","533.1981874581201","535.6282843576769","550.3111799511528","549.9116108617354","551.3271196450871","553.9788693433617","553.702364023666"
"31","15","X","456.2309158057497","457.0519866348475","457.05242699814585","457.45917679041213","457.8840893750999","456.0969790334125","475.8363544545908","456.00843254818085","435.7452627557527","435.96892447964257","436.4895484136094","416.36643437614214","456.2449913694147","456.09845226503484","436.82158100209966","436.1379020348859","436.6187454431842","435.23250557525813","456.1057538781714","435.98020854749177","475.88146187408626","457.0299144841542","455.4901355051855","436.9468269571226"
"32","15","Y","559.6482675117359","558.5621778960349","560.6070563481798","560.3676688508448","559.7317210414953","559.6376382630702","559.7317585192228","559.786059433489","558.6965905946132","559.0008557934974","559.2630382262707","558.2743104113008","558.2684097884924","558.5882383573357","559.2971841540717","559.4629383644863","559.0829486735382","559.9448946530823","559.1914579231604","560.1619680304276","559.6083296391001","558.9382460521675","560.0103795458698","560.1207142731367"
"33","16","X","335.61917221337035","335.9534217879089","336.3053046332465","337.1355008428324","317.7542933711299","297.70511471040066","317.2619389465213","319.51716146971046","318.9197271469741","336.0535780402884","337.9635298879523","338.0755978113959","336.7736861022592","338.15450233325623","336.83200650280213","337.1539038942571","318.4331951922143","320.30223824127376","318.88100726330254","317.74677179942586","317.6721710443032","316.02419223004614","336.64483351084687","336.24431111891596"
"34","16","Y","555.9208798176131","555.9244916592424","556.2062096549289","556.4147926910579","555.2866002133018","555.4149444758543","555.9804009926481","554.7718736674585","554.685781378495","555.9629735519081","555.7030208952013","556.1341075636955","557.1892180266203","555.3418182908442","556.4617817304287","555.3013563249078","554.7227629722908","554.4776996813322","555.6143134936951","556.0813189947116","555.8289356491952","555.9493373104935","556.9076325414705","557.8996443423147"
"Time Elapsed","0","0","4173.395000165328","4316.730000078678","4450.845000101253","4545.765000162646","4848.045000107959","4977.915000170469","5240.9600000828505","5352.889999980107","5457.070000004023","5551.794999977574","5800.6700000260025","5893.3149999938905","5991.1800001282245","6303.259999956936","6401.150000048801","6537.745000096038","6907.71000017412","7038.395000156015","7297.265000175685","7401.680000126362","7507.865000050515","7898.844999959692","8093.615000136197","8357.49000008218"
"NA","0","0","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------"
